text,label
" Sergeant Bergdahl says 'fantastic' plan crumbled hours after leaving post (Reuters) - U.S. Army Sergeant Bowe Bergdahl had devised what he told a military investigator was a “fantastic plan” to leave his post so he could inform higher-ups about problems in the ranks, but that fell apart when he realized he took on more than he could manage. Bergdahl, 29, who walked away from his post in Afghanistan in 2009 and became a Taliban prisoner for five years, is facing a court-martial with a potential life sentence on charges of desertion and endangerment of U.S. troops. In a 371-page interview made public on Wednesday, Bergdahl said he was frustrated and concerned about the command at his post in Afghanistan, seeing it as incompetent, immoral and putting soldiers’ lives in danger. He devised a scheme to leave and travel by foot to a military command about 20 miles away, with his disappearance causing a full-scale search. When he arrived, he thought this would get him an audience with a general to air his grievances. “I came up with a fantastic plan,” he told the military investigator in 2014 about three months after his release. “I was seeing things heading in a very dangerous direction. So, I had to do something.”  He left at night and was captured the next day by the Taliban.   “By daylight, I will admit I was in over my head,” he said in the transcript released by Bergdahl’s lawyer Eugene Fidell, of an interview with Army investigator, Major General Kenneth Dahl, in 2014. At the end of the interview, Dahl mentioned desertion, AWOL and fraudulent enlistment offenses to Bergdahl but made no mention of the more serious charge of endangering U.S. troops, which carries up to a life sentence, according to the transcript.  At an evidentiary hearing in Texas in September 2015, Dahl said he did not believe Bergdahl should be jailed for what he did. He said Bergdahl was not a Taliban sympathizer and characterized him as an unrealistically idealistic soldier.  Dahl also said no soldiers directly involved in the search for him were killed. U.S. military prosecutors have said Bergdahl sneaked off his  post, resulting in a 45-day search that put soldiers’ lives at risk and diverted attention from the fight against the Taliban. Bergdahl was freed in a prisoner swap in May 2014 involving the release of five Taliban leaders held by the United States. The deal drew heavy criticism from Republicans. ",FAKE
" Trump says tax reform will include big cuts for middle class WASHINGTON (Reuters) - President Donald Trump said on Tuesday that a tax reform plan being discussed with lawmakers will cut taxes “tremendously” for the middle class, nearly double the standard deduction and try to make the tax code simple and fair. Trump, who was meeting with members of the House Ways and Means committee, told reporters: “I look forward to working with the members of Congress gathered here today to pass the reform and the massive tax cuts that our country desperately needs to thrive, to grow, to prosper.” He added that his administration was “very disappointed” in a couple of Republican senators who failed to support a Republican bill to repeal and replace the Affordable Care Act. ",FAKE
" Philippines to keep wary eye on new Chinese dredger MANILA (Reuters) - The Philippines expressed concern on Monday about China s testing of a massive dredging ship, saying it would track its activities closely, despite Beijing s assurances it would not develop areas where it has competing claims with Manila. China, which has poured billions of dollars into building artificial islands to strengthen its sovereignty claims across most of the South China Sea, has started testing a new ship designed to boost its land reclamation capability.  The mere presence is a little bit concerning,  Defence Secretary Delfin Lorenzana told reporters.  Where it is going, we do not know.  Military officials said the ship, Tian Kun, had a deck the size of nine basketball courts and would become Asia s largest dredging vessel. China claims almost the entire South China Sea, through which more than $3 trillion of seaborne trade passes each year. Brunei, Malaysia, the Philippines, Taiwan and Vietnam also have conflicting claims in the area. Lorenzana said troops deployed on nine Philippine-claimed features in the South China Sea had been ordered to monitor the movements of Chinese navy, coastguard and fishing boats in the Spratly islands.  We are constantly monitoring the movement of the ship,  he added.  We have also our air patrol going regularly, so we will be able to monitor movement of this so-called very big dredger ship.  The testing of the dredger comes ahead of two major  international meetings in Vietnam and the Philippines this week and the next, set to be attended by China and the United States.  In August, the foreign ministers of Southeast Asia and China adopted a negotiating framework for a code of conduct in the South China Sea, a move they hailed as progress but which critics saw as a tactic to buy China time to consolidate its maritime power. All parties say the framework is only an outline for how the code will be established, but critics say the failure to outline as an initial objective the need to make the code legally binding and enforceable, or have a dispute resolution mechanism, raises doubts about how effective it will be. In Beijing, Chinese Assistant Foreign Minister Chen Xiaodong said talks on the framework had achieved important progress and there would be results at the Manila summit of Southeast Asian nations, attended by Chinese Premier Li Keqiang.  Whether the code is binding, or how it would be binding, and what the code looks like in its final form, depends on the outcome of the talks between China and the Association of Southeast Asian Nations,  Chen told reporters.  It can t be decided by a single party.  Chinese President Xi Jinping will attend the other meeting, of Asia-Pacific leaders in Vietnam. ",FAKE
" Hadi calls on Yemenis to rise up against Houthis after Saleh's death - live speech DUBAI (Reuters) - Yemeni President Abd-Rabbu Mansour Hadi called on Yemenis on Monday to rise up against the Iran-aligned Houthis after the death of former president Ali Abdullah Saleh. Speaking in a speech carried live on the Saudi-owned al-Arabiya television, Hadi also called for a new chapter in the fight against the Houthis, who were allied with Saleh before he turned on them and offered to back the Saudi-led coalition. ",FAKE
" BELGIAN MAYOR IS THREATENED BY ISLAMISTS: Convert To Islam Or Die Coming to a town near you A sign was hung in a public square in Antwerp, Belgium threatening Mayor Bart De Wever with death if he did not convert to Islam, Belgian media reported Sunday.The message was written in French, one of the three official languages of Belgium, the others being Dutch and German.Het Laatste Nieuws reported (via Google Translate): By N-VA chairman Bart De Wever again death threats walked. In a letter drafted in French which was hung on the Handschoenmarkt, the mayor of Antwerp was threatened with execution if he did not convert to Islam. How serious the threat should be taken remains to be seen, said De Wever in The News on VTM. La Libre also reported on the threat: Des nouvelles menaces de mort ont  t  prof r es   l encontre du pr sident de la N-VA Bart De Wever. Formul es dans une lettre r dig e en fran ais, elles ont  t  affich es au Handschoenmarkt,   Anvers. Le document menace le bourgmestre d Anvers d une ex cution s il ne se convertit pas   l islam.  J ai toujours pr dit que nous ne serions pas quitte dans l imm diat de la menace de cet islam extr miste. Cela a  t  n glig  durant des ann es. Cette plaie est   pr sent ouverte avec la Syrie et beaucoup de pus s en  chappera encore avant que nous n en soyons d barrass s  a comment  dimanche le patron de la N-VA sur VTM. On Monday, Russian government-owned Sputnik News published an English translation of De Wever s statement regarding the Islamist death threat along with an estimate of the number of Belgian Muslims who have left to join ISIS: I always warned that we will not get rid of the threat from Islamic extremists in the near future. This was ignored for years. This wound became apparent now with [the current developments in] Syria and will fester for a long time before we will get rid of it,  de Wever said. According to September 2014 statistics from Belgium s Ministry of Interior, between 300 and 350 Belgians have gone to fight alongside the ISIL in Iraq and Syria since 2012. Via: Gateway Pundit",FAKE
" Diplomats search for way to save trade system after U.S. vetoes judges GENEVA (Reuters) - Diplomats are searching for ways to prevent the global trade dispute resolution system from freezing up, after the Trump administration blocked appointments to the body that acts as the supreme court for global trade. U.S. President Donald Trump has vetoed the appointment of judges to fill vacancies on the seven-member Apellate Body of the World Trade Organization, which provides final decisions in arguments between countries over trade.  Members are already having a conversation about what to do with this situation,  WTO Director General Roberto Azevedo told reporters.  They are floating ideas, they are discussing. We have to see how that evolves.  The WTO normally has seven judges and needs three to sign off on every appeal ruling. But two have left and another goes in December, leaving only four - just one above the minimum - to deal with a growing backlog of trade disputes. Azevedo said he did not think the situation was a threat to the WTO s survival but it was already having an impact, and the longer it went on the more acutely it would be felt. In a confidential note sent to all WTO members on Monday, a copy of which was reviewed by Reuters, the Appellate Body said departing judges would continue working after they left on appeals filed before their terms ended. The United States has objected to that practice in the past.  Appointments to the Appellate Body are meant to be unanimously agreed by all 164 members, like all decisions at the WTO. The fine print says the WTO can switch to majority voting if necessary, but diplomats are reluctant to do that for fear of unraveling a system that relies on consensus as a bulwark to protectionism.  Azevedo said the Trump administration had made clear it had misgivings about the way the world trade system has functioned, although it had not linked any specific demands for reform with the decision to halt appointments to the appeals panel. The Trump administration has not publicly explained why it is blocking the appointment of judges to the trade panel. The U.S. mission to the WTO in Geneva declined to comment. Several trade experts said the move seemed to fit Trump s ideology of favoring bilateral trade deals over the multi-lateral system embodied by the WTO. Pieter Jan Kuijper, professor of law at the University of Amsterdam, said Trump s trade representative, Robert Lighthizer, preferred the pre-WTO practice of negotiating the outcome of trade disputes rather than being bound by WTO rulings. Although Trump regularly says Washington has been hurt by trade disputes, WTO experts mainly say the United States has actually been a big winner at the WTO. But negotiating the outcome of trade disputes rather than leaving them to judges might tip the balance further in Washington s favor.  Kuijper compared Trump s stance to that of Zimbabwe s former president Robert Mugabe killing off the court of the Southern African Development Community by blocking new judges when the court became too troublesome.  That example doesn t make one optimistic,  he said.  We are in a true emergency where we should take into account that the end of the Appellate Body may come, either by design or by accident.   At a panel discussion on Monday for trade officials and diplomats, Kuijper and other trade experts discussed possible ways to avert a crisis if more vacancies come open. One solution would be to switch to majority voting for appointing judges. Another would be for the judges to change their own working procedures, refusing to take any more appeals until there are more judges.  Nicolas Lockhart, a trade lawyer at Sidley Austin LLP, suggested the WTO could use its arbitration process more to resolve disputes and rely less on appeals.  All three approaches have drawbacks, including the risk of further alienating the United States.   A process that could lead to a situation where the United States leaves the WTO in a huff is actually a situation where everyone loses, and the last thing we should be aiming for,  said Alice Tipping, a former New Zealand trade diplomat now at the International Centre for Trade and Sustainable Development. ",FAKE
" Turkey's Erdogan says expects U.S. to rescind Jerusalem decision after UN vote ISTANBUL (Reuters) - Turkish President Tayyip Erdogan said on Thursday he expected U.S. President Donald Trump s administration to rescind without delay its  unfortunate decision  to recognize Jerusalem as Israel s capital. In comments on Twitter, Erdogan said he welcomed the  overwhelming support  for the resolution in the United Nations General Assembly, where more than 100 countries voted in favor of calling for the United States to reverse its decision. ",FAKE
" No hike in Argentine defense spending despite sub tragedy: senator NEW YORK (Reuters) - Argentina will not increase defense spending, despite the loss of a submarine with 44 crew aboard that has sparked criticism of the state of its armed forces, a close ally of President Mauricio Macri said on Friday. Argentina has given up hope of rescuing the crew of the ARA San Juan, which disappeared over two weeks ago in the South Atlantic. The tragedy underscored what some critics have described as the parlous state of the country s military, which has faced dwindling resources for years.   There were no plans to provide extra funding for the armed forces, said Esteban Bullrich, a former education minister under Macri who is now a senator representing Argentina s powerful Buenos Aires province.  We have to work within the constraints of our (budget) policy in general, we re not going to go out of our plan because of this incident,  Bullrich told Reuters in an interview in New York. There will be no change in Argentina s 2018 budget allocation for defense, he said. Defense spending in the budget is lower than in the previous year in real terms. It is the lowest in the region compared to gross domestic product, and the government has limited room for maneuver. Since Macri took power in 2015, the country has returned to international debt markets but investment has been slower than the government had hoped.   Bullrich was in New York to attend a United Nations event and meet with investors, as part of the government s charm offensive to convince them that Argentina is open for business after over a decade of protectionist rule. October s congressional elections - which saw sweeping victories for Macri allies like Bullrich - were a sign to investors that Argentines want change, he said. The vote was widely seen as a referendum on Macri s government.  His market-oriented changes have not all been popular. But government supporters say they are starting to benefit Latin America s third largest economy.  Although Macri s coalition does not have a congressional majority, Bullrich said he believed that opposition politicians were ready to work with the government.  We can pass (reforms) even with a minority, because senators realize this, we had huge support from Argentinians in general,  he said. Bullrich expressed confidence that key Macri legislation on pensions, tax, and capital markets - as well as the 2018 budget - could be voted on before the end of 2017.  Yes it is (tight). But the thing is a lot of these reforms have been discussed in advance, and we re very open to changes,  he said. ",FAKE
"  Costa Mesa Official: If You Don’t Make Enough To Live Here, Get Out California is one of the most expensive areas of the nation to live in. That s no secret. However, there are plenty of people who live there who aren t high-rolling actors, singers, producers, and other wealthy Beverly Hills types. There are plenty of everyday folks who live in California, and many are being priced out of their homes and neighborboods. This problem is something that people are attempting to resolve in Costa Mesa, through ordinances regarding development, but one official has a completely heartless  solution  for poor families who cannot afford to live there: move somewhere else.The idea of an ordinance to make a town affordable for a variety of income levels sounds like a good one, right? Well, not to city council members in Costa Mesa. The original idea was that there would be a choice for housing developers: either have some units that almost anyone could afford, or pay the city for the privilege of providing only luxury housing. However, the entire idea has now been shelved. Council member Katrina Foley says of the original idea, which she personally championed: The goal is to try to protect the quality of the community   don t overbuild it, use measured development that is planned and thoughtful. I don t see that we re doing that in any way, shape or form, and we re definitely not providing housing for our workforce. Another member of the Costa Mesa City Council, Sandy Genis, says the ordinance would essentially apply to those developers who somehow benefit from building in Costa Mesa: If we re giving something, we need to get something. If we re going to have a healthy community, we need to have housing for our workers. The thing is, though, the idea for the ordinance in Costa Mesa is not a new one. The ever-increasing costs of living in a place like California mean that, according to records, one-third of cities and counties in California have adopted some form of inclusionary zoning.  As it should. California does not have an asterisk next to its name that says  only rich people welcome. However, Mayor Pro Tem Jim Righeimer is totally heartless on the matter. He says he is, quote,  completely against  affordable housing ordinances, and insists that if people cannot afford Costa Mesa, they need to pick up and go elsewhere: I m going to be very clear, and this is a wakeup call to people: If you cannot afford to live here and your kids can t have decent housing, you should look at where you can afford. That is, of course, the most cold-hearted response to this housing crisis this horrible man could come up with. Does he really think poor families can afford to move across the country at the drop of a hat? Hell, the move itself would cost thousands. That s not even including the part about switching schools for children, finding new jobs, finding places to live in a new location, leaving extended family behind   the list goes on and on.Does this guy even think about what he is saying here? Mr. Righeimer, we re all aware of how expensive California is to live in, and it is that expense that is the problem, not the poor people you want to price out of their homes.You, sir, have no business holding office anywhere if you cannot represent all of your constituents   including the poor ones.Featured image via Mark Boster/Getty Images",FAKE
" WHEW! AMB JOHN BOLTON Will Make Your Day With Just Two Words: “He’s History” [Video] .@AmbJohnBolton on Obama legacy:  He s history. We re just waiting for the calendar to turn. Any exec order he signs can be reversed  #Dobbs pic.twitter.com/UOBwUS5K96  Lou Dobbs (@LouDobbs) January 4, 2017",FAKE
" Suffering from pneumonia, Clinton falls ill at 9/11 memorial, cancels California trip  (This version of the Sep. 11 story corrects the condition to hypothyroidism in paragraph 28) By Amanda Becker NEW YORK (Reuters) - Hillary Clinton is suffering from pneumonia, the Democratic presidential candidate’s personal doctor said on Sunday after she fell ill at a Sept. 11 memorial, an episode that renewed focus on her health less than two months before the election. Clinton canceled a trip she was scheduled to take to  California on Monday for fundraising and other campaign events, an aide said, declining to provide further details about her schedule for the week.  Clinton, 68, was diagnosed on Friday but her condition only came to light several hours after a video on social media appeared to show her swaying and her knees buckling before being helped into a motorcade as she left the memorial early Sunday.   Clinton had a medical examination when she got back to her home in Chappaqua, New York, according to a campaign aide. Her doctor, Lisa Bardack, said in a statement that she has been experiencing a cough related to allergies and that an examination on Friday showed it was pneumonia. “She was put on antibiotics and advised to rest and modify her schedule. While at this morning’s event, she became overheated and dehydrated. I have just examined her and she is now re-hydrated and recovering nicely,” Bardack said. Clinton’s pneumonia diagnosis comes at a crucial time in the White House race against Republican rival Donald Trump, who refrained from commenting on her health on Sunday. The first of three presidential debates is on Sept. 26 and the election is on Nov. 8. Democratic National Committee head Donna Brazile said she was encouraged that Clinton “already is feeling better” and  looked “forward to seeing her back out on the campaign trail and continuing on the path to victory.” Several Clinton allies said the incident underscored the candidate’s resilience. “After being diagnosed with pneumonia, Hillary Clinton ran a two-hour national security meeting, gave a press conference, and spent an hour and a half in the heat at a September 11 event,” said Peter Daou, who worked for Clinton in the past and now has a communications firm. “It was an impressive feat of physical strength that undermined weeks of health conspiracies.” Clinton abruptly departed the high-profile, televised event at Ground Zero and was taken to her daughter Chelsea’s home in Manhattan. She emerged around two hours later on a warm and muggy morning, wearing sunglasses and telling reporters that she was “feeling great.” The video that showed her swaying and buckling with aides holding her up came from an unverified Twitter account under the name Zdenek Gazda, who did not respond to a request for comment.     The Clinton campaign did not respond to repeated requests for comment about the authenticity of the video. Political strategists said the campaign should confront the health issue head-on to tamp down any concerns, particularly as Republican rival Donald Trump and some of his high-profile supporters have repeatedly argued that she lacked the “stamina” to battle adversaries abroad. Bud Jackson, a Virginia-based Democratic strategist, said the statement from the doctor was a good start. He said the incident should encourage more transparency from the campaign about her health. “I think they did the right thing. They had her examined and put out a statement. It means less speculation,” he said. As the solemn ceremony began at the site of the World Trade Center that was attacked by two hijacked airliners 15 years ago, there was patchy sunlight, with temperatures at about 80 degrees Fahrenheit (26.6 Celsius). But the high humidity early into the ceremony caused it to feel much hotter in the crowd at times.  Clinton wore a high-collared shirt and a dark pant suit and donned sunglasses for the morning event.  Clinton’s pneumonia diagnosis follows a wave of conservative conspiracy theories that circulated in recent weeks suggesting that Clinton’s coughing was a sign of deeper problems. Clinton’s speech at a campaign rally earlier this month in Cleveland was interrupted by a coughing spell. During the speech, she quipped, “Every time I think about Trump I get allergic.” She then resumed her speech. Dr. Amesh Adalja, an infectious disease expert and senior associate at the UPMC Center for Health Security in Pittsburgh who is not treating Clinton, said coughing is a cardinal symptom of pneumonia.  Recovery from pneumonia, the 8th leading cause of death in the United States, can be variable, he said, adding it takes a week for most patients to get better. Adults above the age of 65 are at heightened risk. Past presidential candidates have released much more detailed information about their health than either Trump, 70, or Clinton. For example, John McCain, the failed 2008 Republican presidential nominee, allowed reporters to see 1,173 pages of medical records after concerns were raised about a cancer scare. Clinton has been in the news before for serious health issues. In December 2012, she suffered a concussion and shortly afterward developed a blood clot. In a letter released by her doctor in July 2015, Clinton was described as being in “excellent health” and “fit to serve” in the White House. It noted that her current medical conditions include hypothyroidism and seasonal pollen allergies. The diagnosis and illness on Sunday come after some tough days for Clinton, as national polls showed her lead over Trump diminishing. A Reuters/Ipsos poll of likely voters showed an 8-point lead for Clinton had vanished by the last week of August.  On Saturday, Clinton came under fire from Republicans and on social media for saying Friday night that “half” of Trump’s supporters belonged in a “basket of deplorables.” She later said she regretted using the word “half.” [nL1N1BM0BH]      Trump has also been under pressure to release detailed information on his health and medical history. Instead, in December, Trump’s doctor wrote in a short letter that was made public that his blood pressure and laboratory results “were astonishingly excellent” and that he would be “the healthiest individual ever elected to the presidency.”   ",FAKE
"  ICYMI: Seth Meyers Rips Apart Email from Paul Ryan Like many other comedians, Seth Meyers is not impressed with the healthcare bill that was passed by the U.S. House of Representatives. Like the other comedians, he has been very vocal about his feelings. For his part, House Speaker Paul Ryan (R-WI) was not pleased with Meyers  description of the legislation. Meyers said the newly passed American Health Care Act is a tax cut for the wealthy, and that it will hurt the poorest and sickest among us.In order to make his views known, Ryan had his staff send Meyers an email detailing all the ways he felt the comedian got it wrong. Not one to back down from a fight, Meyers used his show s segment,  A Closer Look,  to respond.Meyers said to his audience: Unlike Republicans and their healthcare bill, we actually read the whole email. This was clearly a jab at the many House members who did not take the time to read the bill they had passed. Many of these same representatives complained up one side and down the other about the same sort of thing going on when the Affordable Care Act was passed back in 2009. They vowed they d never vote for a bill they hadn t read.Watch Meyers eviscerate Ryan s email below: Featured image via screen capture from embedded video ",FAKE
"  NRA Releases Fascist Ad Calling All Trump Critics ‘Saboteurs’ Whose Future Is ‘Failure’ (VIDEO) The First Amendment of the United States Constitution guarantees that we have the right to speak our minds about the government and anyone and anything else we damn well please. However, since Donald Trump was inaugurated, that right has been under attack. Trump is a thin-skinned, narcissistic bully who cannot take criticism, and his allies are now doing all they can to discredit anyone who dares to say a word against Trump. Of course, at the top of that list is the National Rifle Association (NRA), the terrorist organization that thinks that all these mass shootings and gun-related deaths are just the price of freedom.Therefore, it comes as no surprise that Dana Loesch, a spokeswoman for the organization, has just released a new advertisement video that can only be described as purely fascist. She attacks anyone and everyone who dares to criticize Trump as saboteurs who wish to take the victory of Trump and his base away. You see, to these people, those who do not support Trump are the REAL threat to the republic, not Trump s fascist, authoritarian regime. Loesch s statement culminates in the following chilling statement: From the highest levels of government, to their media, universities and billionaires, their hateful defiance of his legitimacy is an insult to each of us. So, educational institutions, the free press, anyone and everyone who sees the dangers of Trumpism   we must be dealt with. It comes complete with violent imagery and creepy music to boot. This is what fascism looks like, folks. Trump is turning America into North Korea before our very eyes. We better wake up and get him out of office before he declares martial law. We are witnesses to the most ruthless attack on a president & the people who voted for him in American history.""  @DLoesch #NRA pic.twitter.com/rcPAKMVJI0  NRATV (@NRATV) October 20, 2017Featured image via video screen capture",FAKE
" In speech, Trump tries to turn from divisive to deal-maker WASHINGTON (Reuters) - U.S. President Donald Trump showed a different side in his first address to Congress. This Trump was part deal-maker, part salesman, asking for unity and trying to repackage his populist message in more palatable terms.  He was less combative, less thin-skinned and more inclusive.  And where five weeks ago at his inauguration, he slammed Washington’s politicians as out-of-touch elitists who prospered at the expense of the public, his message on Tuesday night was different: I need you, Republicans and Democrats alike. Always a showman, the reality TV star-turned-politician laid out plenty of promises: A massive infrastructure and public works program; tax cuts for the middle class; immigration reform; a healthcare overhaul; an education bill. All of it would require congressional action, likely by different coalitions of conservatives, moderates and Democrats.  “This is our vision. This is our mission,” Trump said. “But we can only get there together.” Trump, a Republican who has taunted Democrats over his 2016 election victory and publicly fumed as they held up his Cabinet nominees, did not criticize them this time. Repeatedly, he asked for their help, arguing that the country’s problems call for bipartisan solutions.  After weeks of attacks on the media, political rivals and the judges who ruled against his executive order to temporarily ban travel from seven Muslim-majority countries, Trump finally eased off, although his proposals were short on specifics. “It was a softer tone and he gave a speech and not a tweet and that’s more suitable when you’re president of the United States,” said Democratic Representative Peter Welch. “The challenges are going to be the details on his policies.” “He was presidential tonight in a way he has not been before this,” said Republican consultant Matt Mackowiak. The address appeared to show some recognition by the White House that Trump’s bombastic go-it-alone style has its limits. After a parade of executive orders, Trump must now turn his attention to the big-ticket items on his agenda requiring legislative action.  “He’s done all he can unilaterally,” said Bradley Blakeman, a former aide to President George W. Bush. “Now he needs to pass bills.” Even though Republicans control Congress, Blakeman said Trump needs Democrats to build a majority that would allow conservative Republicans to oppose some of his more centrist proposals, such as hefty infrastructure spending and talks on immigration reform.  “The president is as transactional a person as we’ve ever seen,” Blakeman said. “He understands that you might not like this deal, but I need you for three other deals.”  Despite the softer tone, Trump’s divisive policies and months of hostile rhetoric will not be forgotten by his adversaries. Senate Democratic Leader Chuck Schumer, in a round of television interviews on Wednesday morning, dismissed Trump’s speech as detached from reality, saying the softer tone did not match the administration’s hard-line agenda presented so far. “His speeches are populist. They’re aimed at the working folks who supported him. But his governing and what he does is hard right, favoring special interests over the working class,” Schumer told CBS. Nancy Pelosi, the leading Democrat in the U.S. House of Representatives, told MSNBC that Trump gave a good sales pitch but has offered little in the way of concrete proposals: “All they have is rhetoric. We don’t have any reality in terms of any legislation.” Congressional Democrats said they liked Trump’s infrastructure program, his childcare tax credit, his call to reduce the prices of prescription drugs, and his vow to preserve some key elements of former President Barack Obama’s signature 2010 health insurance law. Democrats remain troubled, among other things, by Trump’s desire to slash domestic programs to increase military spending, his plans to reduce taxes for the wealthy and corporations, as well as his aggressive policy to deport illegal immigrants.   To be sure, the more foreboding elements of Trump’s campaign rhetoric were still present, albeit slightly dialed-down. As he did during the campaign, he portrayed a country in ruinous economic shape and plagued by terrorism, drugs, gangs, and illegal immigrants. In coming days, the White House is likely to release a revised version of its travel ban, reigniting a controversy that overshadowed the first weeks of Trump’s presidency. [nL2N1GE0SB] Trump came into the address struggling with public opinion. In an interview with Fox News he acknowledged that he and his staff had not been effective communicators. The most recent Reuters/Ipsos tracking poll found about 48 percent of Americans disapproved of Trump’s performance, with 46 percent backing him, poor numbers for a new president.  Mackowiak said Trump’s address could reverse his fortunes in a “crucial moment” for his presidency. “His public support will improve from this speech,” he said.   But John Geer, a public-opinion expert at Vanderbilt University, was not convinced. “He’s going to have to do more than give a speech.”   ",FAKE
" Congo fighters jailed for life for child rape ceremonies: rights groups GOMA, Democratic Republic of Congo (Reuters) - Eleven Congolese militia fighters were jailed for life on Wednesday for raping dozens of girls as young as 18 months during ceremonies meant to give the men supernatural powers, rights groups observing the trial said. Human rights campaigners hailed the court s verdict as a landmark decision in a country where they say rape by armed groups is commonplace and often unpunished. The fighters from Djeshi ya Yesu - the Army of Jesus - militia were accused of raping at least 37 girls near the village of Kavumu in Democratic Republic of Congo s South Kivu province between 2013 and 2016, the rights groups said. According to the prosecution, the group s leader, provincial lawmaker Frederic Batumike, employed a spiritual adviser who told the fighters that raping very young children would give them mystical protection against their enemies. Militia members, including Batumike, were also convicted of murder, membership in a rebel movement and illegal weapons possession. The court ruled that the rapes and murders amounted to crimes against humanity, the rights groups said. The crimes triggered an international outcry. Rights groups accused the government of a slow response.  This was necessary. The victims have been waiting. It s a strong signal to anyone who would contemplate this kind of offense,  Charles Cubaka Cicura, a lawyer for the victims, told Reuters after the verdict was announced.  Millions died in eastern Congo in regional wars between 1996 and 2003, most from hunger and disease. Dozens of armed groups continue to prey on local population and fight for control of the area s rich natural resources. Experts say Congo has made some progress in combating sexual violence and several high-level militia and army commanders have been prosecuted in recent years, but the problem remains pervasive.  This trial demonstrated that justice can be served in the Congo ... even when the accused wield significant power and are highly organised,  said Karen Naimer of Physicians for Human Rights, one of the groups supporting the victims. The mobile court which set up in Kavumu village allocated $5,000 in compensation to each rape victim and $15,000 to the families of men murdered by the militia, the groups said.   ",FAKE
" Libya says pushing to be removed from Trump travel ban list TRIPOLI (Reuters) - Libya’s internationally recognized government has appealed to the United States to drop or ease a travel ban imposed on its citizens by U.S. President Donald Trump, the Foreign Ministry said on Thursday. “The Libyan Foreign Ministry, through its embassy in Washington, has begun to take measures to lift Libya from the list of countries and to ease the restrictions on Libyan citizens,” the ministry said in a statement. Libya is one of six Muslim-majority countries subject to the travel ban. This week the U.S. Supreme Court allowed the ban to take full effect while litigation over its ultimate validity continues. The ban was also discussed at a meeting between Libyan Foreign Minister Mohamed Siyala and U.S Deputy Secretary of Homeland Security Elaine Duke on Monday, the statement said. ",FAKE
" Turkey to hire 110,000 new public servants in 2018 ISTANBUL (Reuters) - Turkey s Prime Minister Binali Yildirim said on Sunday that Turkey would employ an additional 110,000 public servants in 2018 including teachers, medical and religious personnel. Speaking in the southern border town of Kilis, Yildirim said that among the total, the government would hire an extra 36,000 medical personnel and 20,000 teachers. ",FAKE
" AWESOME: PATRIOTS AND SHERIFF STAND GUARD As Feds Try To Confiscate Navy Vet’s Guns Do you hear that sucking sound? That s the Obama regime sucking more and more of your freedoms away every day In northern Idaho, residents are standing guard against a federal government determined to disarm those they deem  unworthy. About 100 locals in Bonner County are stationed outside the home of U.S. Navy Veteran John Arnold, including Sheriff Daryl Wheeler and two state lawmakers.Arnold, who lives in Priest River, received a letter from the Department of Veterans Affairs warning him he is not permitted to purchase or possess firearms, the AP is reporting.Rep. Matthew Shea of Spokane Valley, who described the event as a  defiance against tyranny. I took an oath to uphold the U.S. Constitution and uphold the laws of Idaho,  Wheeler said.  This seemed appropriate to show my support. I was going to make sure Mr. Arnold s rights weren t going to be breached. During Thursday s demonstration, the group at times broke out in song to sing  God Bless America  and pray while waving both the American flag and the  Don t tread on me  flag. With a population of just 1,700, Priest River is near the tip of northern Idaho- a region known for its strong tea party roots and gun-rights activism.Arnold had a stroke one year ago. In January, paperwork filed with the VA stated that Arnold was financially incompetent and could not handle his own affairs.Arnold claimed the box that was checked was done in error and he was always competent to handle himself. However, the VA said that due to the paperwork, Arnold was no longer allowed to buy, sell or possess firearms. If somebody else makes an error and they cause you grief they should fix it,  said Arnold.  That s all I want is that stuff to get fixed. The Department of Veterans Affairs can declare a vet  incompetent  by fiat if they so wish, in direct violation of the Second Amendment.Republican U.S. Sen. John Cornyn of Texas proposed legislation that would require court action before barring gun purchases by veterans declared incompetent.Via: DownTrend",FAKE
 WATCH KARL ROVE Get Called Out On The GOP Establishment’s Plan To Deny Trump At Convention [Video] Karl Rove gets called out by Eric Bolling in a tense exchange where Rove calls Bolling  paranoid . This interview tells you no matter what candidate you support that the establishment plans on denying Trump no matter what. ,FAKE
